answerFile	experiment	item	condition	participant	ProContext	PerContext	PerContextShort	Context	ContextOriginal	contextFile	response	Contour	Country	Province	BirthYear	Born	Gender	corpusC	item.Prod	participant.Prod
contour_1072_1_2.wav	contPer3	69	3	1673	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_1_3.wav	2	Yes/No Rise	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	3	1940	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	8	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	1	1933	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_1_3.wav	1	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	2	1936	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_1_3.wav	1	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	2	1932	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_1_3.wav	2	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	1	1937	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_1_3.wav	5	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	3	1054	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	8	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	2	1944	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_1_3.wav	6	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	3	1049	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	8	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	1	1945	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_1_3.wav	5	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	2	1938	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_1_3.wav	2	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	3	1943	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	8	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	3	1931	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_1_3.wav	8	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	1	1939	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_1_3.wav	1	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_1_3.wav	contPer	56	1	1942	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_1_3.wav	2	RFR	US	MN	1993	1989	Female	Yes	1	1072
contour_1072_2_1.wav	contPer3	3	3	1384	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	6	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	3	1749	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	8	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	3	1080	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	6	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	1	1556	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_2_3.wav	7	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	3	1526	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	8	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	1	1734	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_2_3.wav	5	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	2	1403	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_2_3.wav	4	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	1	525	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_2_3.wav	1	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	1	1113	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_2_3.wav	2	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	2	1323	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_2_3.wav	5	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	2	503	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_2_3.wav	6	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	3	1673	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_2_3.wav	7	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	1	961	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_2_3.wav	7	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	2	1286	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_2_3.wav	1	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_1.wav	contPer3	3	2	1859	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_2_3.wav	2	Fall	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	1	1945	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	5	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	1	1937	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	2	1938	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_2_3.wav	8	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	3	1049	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_2_3.wav	4	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	1	1933	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	2	1932	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_2_3.wav	8	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	2	1944	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_2_3.wav	3	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	3	1931	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_2_3.wav	3	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	3	1943	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_2_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	3	1940	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_2_3.wav	4	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	1	1939	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	2	1936	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_2_3.wav	6	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	3	1054	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_2_3.wav	3	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_2_2.wav	contPer	32	1	1942	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_2_3.wav	2	Yes/No Rise	US	MN	1993	1989	Female	Yes	2	1072
contour_1072_3_1.wav	contPer2	34	2	1955	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_3_3.wav	4	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	1	1947	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	3	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	1	1950	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	8	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	3	1362	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_3_3.wav	3	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	3	1954	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_3_3.wav	2	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	1	1880	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	6	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	2	1101	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_3_3.wav	NA	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	1	1953	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	6	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	1	1035	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	8	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	2	1949	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_3_3.wav	2	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	3	1951	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_3_3.wav	8	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	1	1956	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_3_3.wav	3	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	2	1958	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_3_3.wav	8	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	2	1952	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_3_3.wav	3	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	3	1957	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_3_3.wav	1	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_1.wav	contPer2	34	3	1948	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_3_3.wav	1	Polarity Focus	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	3	1049	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	2	1932	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_3_3.wav	8	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	3	1931	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	1	1937	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_3_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	3	1940	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	2	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	1	1939	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_3_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	2	1938	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_3_3.wav	8	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	2	1936	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_3_3.wav	7	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	1	1945	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_3_3.wav	8	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	1	1933	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_3_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	1	1942	Intended Incredulity	Intended Contradiction	Contradiction	Intended Incredulity	Original Intended Incredulity	contRecord_1_3_3.wav	2	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	3	1054	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	2	1944	Intended Incredulity	Intended Incredulity	Incredulity	Intended Incredulity	Original Intended Incredulity	contRecord_2_3_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_2.wav	contPer	35	3	1943	Intended Incredulity	Intended Implication	Implication	Intended Incredulity	Original Intended Incredulity	contRecord_3_3_3.wav	1	Yes/No Rise	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	2	1944	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_3_3.wav	1	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	1	1939	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_3_3.wav	1	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	1	1942	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_3_3.wav	2	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	2	1932	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_3_3.wav	2	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	3	1940	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_3_3.wav	8	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	1	1933	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_3_3.wav	1	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	3	1943	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_3_3.wav	8	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	2	1938	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_3_3.wav	1	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	3	1931	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_3_3.wav	8	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	3	1054	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_3_3.wav	8	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	1	1945	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_3_3.wav	6	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	3	1049	Intended Implication	Intended Implication	Implication	Intended Implication	Original Intended Implication	contRecord_3_3_3.wav	8	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	1	1937	Intended Implication	Intended Contradiction	Contradiction	Intended Implication	Original Intended Implication	contRecord_1_3_3.wav	1	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_3_3.wav	contPer	62	2	1936	Intended Implication	Intended Incredulity	Incredulity	Intended Implication	Original Intended Implication	contRecord_2_3_3.wav	2	RFR	US	MN	1993	1989	Female	Yes	3	1072
contour_1072_4_1.wav	contPer	10	1	1940	Intended Contradiction	Intended Contradiction	Contradiction	Intended Contradiction	Original Intended Contradiction	contRecord_1_4_3.wav	1	Contradiction Contour	US	MN	1993	1989	Female	Yes	4	1072
contour_1072_4_1.wav	contPer	10	2	1942	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_4_3.wav	7	Contradiction Contour	US	MN	1993	1989	Female	Yes	4	1072
contour_1072_4_1.wav	contPer	10	3	1932	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_4_3.wav	8	Contradiction Contour	US	MN	1993	1989	Female	Yes	4	1072
contour_1072_4_1.wav	contPer	10	2	1939	Intended Contradiction	Intended Incredulity	Incredulity	Intended Contradiction	Original Intended Contradiction	contRecord_2_4_3.wav	1	Contradiction Contour	US	MN	1993	1989	Female	Yes	4	1072
contour_1072_4_1.wav	contPer	10	3	1944	Intended Contradiction	Intended Implication	Implication	Intended Contradiction	Original Intended Contradiction	contRecord_3_4_3.wav	1	Contradiction Contour	US	MN	1993	1989	Female	Yes	4	1072
