participant	experiment	item	condition	setup	context	text	woi	contextFile	playlist	order	trialN	session	recordedFile	trialDuration	date	trialStart	trialEnd	Gender	BirthYear	Language	AudioCorpusConsent	Context	Contour	Prominence
1072	contour	2	1	Yesterday at Starbucks your friend ordered tea and you know for a fact that she drinks tea. So you're very surprised by what she says, and your answer should reflect that.	Yesterday I got home and my mom had made me tea. Ick. I never drink tea.	You drink tea	you_1 drink_2 tea_3	contRecord_1_2_3.wav	2	9	9	1	contour_1072_2_1.wav	16.0535	31-Oct-13	13:26:00	13:26:16	Female	1993	English	yes	Intended Contradiction	Fall	Object
1072	contour	9	2	You're surprised to hear that your friend wants to go on a bike ride, because usually she is allergic to any form of exercise. In fact, you're very surprised she even has a bike, and your answer should reflect that.	Hey, do you want to come for a bike ride down to the old town?	You have a bike	you_1 have_2 a bike_3	contRecord_2_9_3.wav	2	10	10	1	contour_1072_9_2.wav	15.2681	31-Oct-13	13:26:17	13:26:32	Female	1993	English	yes	Intended Incredulity	Yes/No Rise	Object
1072	contour	1	1	Your friend spent the whole day with John yesterday and you know for a fact that she likes him. So you're very surprised by what she says, and your answer should reflect that.	So yesterday Sarah asked me if I was going to John's Birthday party and I said no, I don't even like him.	You like John	you_1 like_2 john_3	contRecord_1_1_3.wav	2	11	11	1	contour_1072_1_1.wav	19.7019	31-Oct-13	13:26:33	13:26:52	Female	1993	English	yes	Intended Contradiction	Polarity Focus	Verb
1072	contour	8	3	You know that Matt enjoys dancing and your friend is a good dancer, so you want to suggest that he might have asked her out for that reason, without being sure whether he has any other motives.	Matt asked me out for a dance, and I wonder why he did, I thought he liked Jennifer.	You can dance	you_1 can_2 dance_3	contRecord_3_8_3.wav	2	12	12	1	contour_1072_8_3.wav	32.6587	31-Oct-13	13:26:53	13:27:26	Female	1993	English	yes	Intended Implication	Contradiction Contour	Object
1072	contour	8	1	You know your friend is actually a pretty good dancer even if she hasn't had formal training, so you're very surprised to hear what she says and your answer should reflect that.	Matt asked me out for a dance, but I told him that I can't dance and that it would just be awkward.	You can dance	you_1 can_2 dance_3	contRecord_1_8_3.wav	2	3	3	1	contour_1072_8_1.wav	30.6152	31-Oct-13	13:23:16	13:23:47	Female	1993	English	yes	Intended Contradiction	Polarity Focus	Verb
1072	contour	7	2	You told your friend earlier today that you need to get in touch with Manuel, but you didn't know how to contact him. At the time she just shrugged and didn't offer any help, so you assumed she didn't know him. So you're very surprised by what she says, and your answer should reflect that.	I just talked to Manuel, we're going to meet up later.	You know Manuel	you_1 know_2 Manuel_3	contRecord_2_7_3.wav	2	4	4	1	contour_1072_7_2.wav	30.0823	31-Oct-13	13:23:48	13:24:18	Female	1993	English	yes	Intended Incredulity	Yes/No Rise	Object
1072	contour	6	2	You and your friend are out for a night on the town, and she got you to pay for her drinks all night because she claimed she didn't have any money. So you're very surprised by what she says, and your answer should reflect that.	Let's take a cab home, I'll pay for it. 	You have money	you_1 have_2 money_3	contRecord_2_6_3.wav	2	15	15	1	contour_1072_6_2.wav	11.2272	31-Oct-13	13:28:15	13:28:27	Female	1993	English	yes	Intended Incredulity	Yes/No Rise	Object
1094	contour	3	3	Your friend always cuddles with your cat when she comes over. So you think she likes cats, but you're not sure whether there any other animals that she might like.	She asked what my favorite animal is, but I'm not really sure, I'm just not an animal person. 	You like cats	you_1 like_2 cats_3	contRecord_3_3_3.wav	1	2	2	1	contour_1094_3_3.wav	11.2075	06-Nov-13	13:18:28	13:18:39	Female	1992	English	yes	Intended Implication	Polarity Focus	Verb
1094	contour	8	1	You know your friend is actually a pretty good dancer even if she hasn't had formal training, so you're very surprised to hear what she says and your answer should reflect that.	Matt asked me out for a dance, but I told him that I can't dance and that it would just be awkward.	You can dance	you_1 can_2 dance_3	contRecord_1_8_3.wav	1	1	1	1	contour_1094_8_1.wav	15.3952	06-Nov-13	13:18:10	13:18:25	Female	1992	English	yes	Intended Contradiction	NA	Object
1094	contour	4	1	You always orders pizza when you two hang out. You know for a fact that your friend eats cheese. So you're very surprised by what she says, and your answer should reflect that.	I don't like poutine because there's cheese on it! I don't eat cheese.	You eat cheese	you_1 eat_2 cheese_3	contRecord_1_4_3.wav	1	13	13	1	contour_1094_4_1.wav	11.4265	06-Nov-13	13:20:50	13:21:02	Female	1992	English	yes	Intended Contradiction	Presumption Contour	Object
1094	contour	1	2	Just the other day your friend was bad-talking John, so you know for a fact that she doesn't like him.  So you're very surprised by what she says, and your answer should reflect that.	Yesterday Sarah kept saying mean things about John and I was really uncomfortable because John's a nice guy, I really like him.	You like John	you_1 like_2 john_3	contRecord_2_1_3.wav	1	5	5	1	contour_1094_1_2.wav	13.2056	06-Nov-13	13:19:25	13:19:38	Female	1992	English	yes	Intended Incredulity	Yes/No Rise	Object
1094	contour	2	1	Yesterday at Starbucks your friend ordered tea and you know for a fact that she drinks tea. So you're very surprised by what she says, and your answer should reflect that.	Yesterday I got home and my mom had made me tea. Ick. I never drink tea.	You drink tea	you_1 drink_2 tea_3	contRecord_1_2_3.wav	1	6	6	1	contour_1094_2_1.wav	10.2217	06-Nov-13	13:19:38	13:19:48	Female	1992	English	yes	Intended Contradiction	Polarity Focus	Verb
1094	contour	4	2	Your friend always picks the cheese off her pizza, so you know she doesn't eat cheese. So you're very surprised by what she says, and your answer should reflect that.	Ooh the triple cheese omelette looks good. I like cheese.	You eat cheese	you_1 eat_2 cheese_3	contRecord_2_4_3.wav	1	7	7	1	contour_1094_4_2.wav	8.33	06-Nov-13	13:19:49	13:19:57	Female	1992	English	yes	Intended Incredulity	Yes/No Rise	Object
1094	contour	5	1	You know for a fact that your friend went shopping yesterday because you were with her when she went to the mall. So you're very surprised by what she says, and your answer should reflect that.	Today my Mom told me I'm addicted to shopping, so I told her I didn't go shopping at all yesterday.	You went shopping	you_1 went_2 shopping_3	contRecord_1_5_3.wav	1	8	8	1	contour_1094_5_1.wav	10.6993	06-Nov-13	13:19:57	13:20:08	Female	1992	English	yes	Intended Contradiction	Polarity Focus	Verb
1094	contour	9	3	You know that your friend has a bike, and that she's just being lazy, so you want to suggest that she could in fact get there by bike, though you're not sure if there might be other options.	I can't join you because it starts after the metro stops running, and I have no way of getting there.	You have a bike	you_1 have_2 a bike_3	contRecord_3_9_3.wav	1	9	9	1	contour_1094_9_3.wav	11.9179	06-Nov-13	13:20:09	13:20:20	Female	1992	English	yes	Intended Implication	Fall	Object
1094	contour	1	1	Your friend spent the whole day with John yesterday and you know for a fact that she likes him. So you're very surprised by what she says, and your answer should reflect that.	So yesterday Sarah asked me if I was going to John's Birthday party and I said no, I don't even like him.	You like John	you_1 like_2 john_3	contRecord_1_1_3.wav	1	10	10	1	contour_1094_1_1.wav	9.964	06-Nov-13	13:20:21	13:20:31	Female	1992	English	yes	Intended Contradiction	Polarity Focus	Verb
1094	contour	9	2	You're surprised to hear that your friend wants to go on a bike ride, because usually she is allergic to any form of exercise. In fact, you're very surprised she even has a bike, and your answer should reflect that.	Hey, do you want to come for a bike ride down to the old town?	You have a bike	you_1 have_2 a bike_3	contRecord_2_9_3.wav	1	11	11	1	contour_1094_9_2.wav	9.015	06-Nov-13	13:20:31	13:20:40	Female	1992	English	yes	Intended Incredulity	Yes/No Rise	Object
1094	contour	8	3	You know that Matt enjoys dancing and your friend is a good dancer, so you want to suggest that he might have asked her out for that reason, without being sure whether he has any other motives.	Matt asked me out for a dance, and I wonder why he did, I thought he liked Jennifer.	You can dance	you_1 can_2 dance_3	contRecord_3_8_3.wav	1	12	12	1	contour_1094_8_3.wav	9.8828	06-Nov-13	13:20:40	13:20:50	Female	1992	English	yes	Intended Implication	Upstepped Fall	Object
1094	contour	3	1	Your friend mentioned the other day that she wanted to buy a cat because she likes them. So you're very surprised by what she says, and your answer should reflect that.	I saw a stray cat the other day. Cats are such filthy creatures, I don't like them.	You like cats	you_1 like_2 cats_3	contRecord_1_3_3.wav	1	25	25	1	contour_1094_3_1.wav	8.149	06-Nov-13	13:23:17	13:23:25	Female	1992	English	yes	Intended Contradiction	Polarity Focus	Verb
1094	contour	1	3	You know your friend John is attending the party, and you're sure the person you're talking with knows and likes him, but you're not sure whether she'll like anyone else, and your answer should reflect that.	I don't feel like going to this party tonight, I have the feeling I might not like any of the people there.	You like John	you_1 like_2 john_3	contRecord_3_1_3.wav	1	26	26	1	contour_1094_1_3.wav	13.2339	06-Nov-13	13:23:26	13:23:39	Female	1992	English	yes	Intended Implication	RFR	Object
1094	contour	3	2	Your friend hates coming to your house because you own a cat. You know for a fact that she dislikes cats. So you're very surprised by what she says, and your answer should reflect that.	Dylan just got a new kitten! I can't wait to go see it, I like cats.	You like cats	you_1 like_2 cats_3	contRecord_2_3_3.wav	1	14	14	1	contour_1094_3_2.wav	8.9636	06-Nov-13	13:21:02	13:21:11	Female	1992	English	yes	Intended Incredulity	Yes/No Rise	Object
1094	contour	7	2	You told your friend earlier today that you need to get in touch with Manuel, but you didn't know how to contact him. At the time she just shrugged and didn't offer any help, so you assumed she didn't know him. So you're very surprised by what she says, and your answer should reflect that.	I just talked to Manuel, we're going to meet up later.	You know Manuel	you_1 know_2 Manuel_3	contRecord_2_7_3.wav	1	3	3	1	contour_1094_7_2.wav	15.6799	06-Nov-13	13:18:40	13:18:56	Female	1992	English	yes	Intended Incredulity	Contradiction Contour	Verb
1094	contour	6	3	It's true that your friend has never responded to one of their letters, but it's a well known fact that she is very rich, and you want to suggest that this might be why they keep trying, even if you're not sure whether they might have other reasons.	I don't really know why this foundation keeps asking me for donations, they should know that I don't respond well to soliciting.	You have money	you_1 have_2 money_3	contRecord_3_6_3.wav	1	4	4	1	contour_1094_6_3.wav	28.1328	06-Nov-13	13:18:56	13:19:24	Female	1992	English	yes	Intended Implication	Fall	Object
1094	contour	6	2	You and your friend are out for a night on the town, and she got you to pay for her drinks all night because she claimed she didn't have any money. So you're very surprised by what she says, and your answer should reflect that.	Let's take a cab home, I'll pay for it. 	You have money	you_1 have_2 money_3	contRecord_2_6_3.wav	1	17	17	1	contour_1094_6_2.wav	8.5881	06-Nov-13	13:21:38	13:21:47	Female	1992	English	yes	Intended Incredulity	Yes/No Rise	Object
1094	contour	5	3	It's true that your friend hasn't had a very good day, but she did get to go shopping and you know she really enjoys doing that even if you're not sure whether she got to do anything else she liked. 	This day has turned out to be so lame, I just wanted to have fun, but I didn't get to do a single thing I liked. 	You went shopping	you_1 went_2 shopping_3	contRecord_3_5_3.wav	1	18	18	1	contour_1094_5_3.wav	14.3307	06-Nov-13	13:21:47	13:22:01	Female	1992	English	yes	Intended Implication	RFR	Object
1094	contour	8	2	You know your friend really dislikes dancing and can't dance, or at least that's what she always said. So you're very surprised by what she says, and your answer should reflect that.	Matt asked me out for a dance, and I said awesome, now I just need to get a dress for the occasion.	You can dance	you_1 can_2 dance_3	contRecord_2_8_3.wav	1	19	19	1	contour_1094_8_2.wav	10.3643	06-Nov-13	13:22:02	13:22:12	Female	1992	English	yes	Intended Incredulity	Yes/No Rise	Object
1094	contour	4	3	You know for a fact your friend loves cheese, and many of the dishes involve Swiss cheese, for example fondue. You want to suggest that at least she's going to be able to eat that, even if you're not sure whether there'll be many other things she'll like.	We're going to a Swiss restaurant, and I'm worried that there won't be much that I'd actually want to eat.	You eat cheese	you_1 eat_2 cheese_3	contRecord_3_4_3.wav	1	20	20	1	contour_1094_4_3.wav	18.1	06-Nov-13	13:22:12	13:22:30	Female	1992	English	yes	Intended Implication	RFR	Object
1094	contour	6	1	You know for a fact that your friend has some money because you just gave her ten dollars half an hour ago. So you're very surprised by what she says, and your answer should reflect that.	Mark was just asking me to repay him for the ticket, but I told him I don't have any money right now.	You have money	you_1 have_2 money_3	contRecord_1_6_3.wav	1	21	21	1	contour_1094_6_1.wav	10.9966	06-Nov-13	13:22:31	13:22:42	Female	1992	English	yes	Intended Contradiction	Polarity Focus	Verb
1094	contour	7	3	You know that your friend is friends with Manuel, who just got a job at the concert venue a couple of weeks ago, and you want to suggest that he could help, even if you don't know for sure whether he could. 	The concert tonight is all sold out and I didn't get a ticket yet! I wish I knew someone who worked there who could get me in. 	You know Manuel	you_1 know_2 Manuel_3	contRecord_3_7_3.wav	1	22	22	1	contour_1094_7_3.wav	14.1834	06-Nov-13	13:22:42	13:22:56	Female	1992	English	yes	Intended Implication	Incredulity Contour	Object
1094	contour	2	2	Yesterday at Starbucks you recommended a tea to your friend to which she responded, Ew, I don't drink tea! So you know for a fact that she doesn't drink tea. So you're very surprised by what she says, and your answer should reflect that.	Oh wow I went to second cup yesterday and ordered the best tea.	You drink tea	you_1 drink_2 tea_3	contRecord_2_2_3.wav	1	23	23	1	contour_1094_2_2.wav	8.7696	06-Nov-13	13:22:57	13:23:05	Female	1992	English	yes	Intended Incredulity	NA	Object
1094	contour	9	1	You're surprised to hear this given that your friend has a bike in the basement of the dorm, or at least she did. So you're very surprised by what she says, and your answer should reflect that.	I can't join you today because you're going by bike, and I don't have one, so I'll just stay home.	You have a bike	you_1 have_2 a bike_3	contRecord_1_9_3.wav	1	24	24	1	contour_1094_9_1.wav	10.6867	06-Nov-13	13:23:06	13:23:17	Female	1992	English	yes	Intended Contradiction	Polarity Focus	Verb
1094	contour	2	3	You know your friend likes tea, and they serve tea in this place, so you want to suggest that that's something she could order, but you're not sure whether there is anything else that she could drink.	I don't like going to this place because there is nothing I drink that I can order there.	You drink tea	you_1 drink_2 tea_3	contRecord_3_2_3.wav	1	15	15	1	contour_1094_2_3.wav	16.1732	06-Nov-13	13:21:12	13:21:28	Female	1992	English	yes	Intended Implication	RFR	Object
1094	contour	5	2	Earlier today you made your friend promise not to go shopping without you because there is something you need to buy and you wanted to go with her. She promised she wouldn't, so you're very surprised by what she says, and your answer should reflect that.	Sorry I'm late, it took forever to get through check out at the store. Everyone is out shopping.	You went shopping	you_1 went_2 shopping_3	contRecord_2_5_3.wav	1	27	27	1	contour_1094_5_2.wav	11.406	06-Nov-13	13:23:40	13:23:51	Female	1992	English	yes	Intended Incredulity	Yes/No Rise	Object
1094	contour	7	1	You know for a fact that your friend knows Manuel because you are all in the same biology class together. So you're very surprised by what she says, and your answer should reflect that.	Jim was just asking me if I've seen Manuel, and I told him I don't know any Manuel.	You know Manuel	you_1 know_2 Manuel_3	contRecord_1_7_3.wav	1	16	16	1	contour_1094_7_1.wav	9.2588	06-Nov-13	13:21:28	13:21:38	Female	1992	English	yes	Intended Contradiction	Polarity Focus	Verb
1322	contour	6	1	You know for a fact that your friend has some money because you just gave her ten dollars half an hour ago. So you're very surprised by what she says, and your answer should reflect that.	Mark was just asking me to repay him for the ticket, but I told him I don't have any money right now.	You have money	you_1 have_2 money_3	contRecord_1_6_3.wav	1	15	15	1	contour_1322_6_1.wav	29.8964	07-Nov-13	15:28:33	15:29:03	Male	1992	English	yes	Intended Contradiction	Contradiction Contour	Object
1322	contour	1	1	Your friend spent the whole day with John yesterday and you know for a fact that she likes him. So you're very surprised by what she says, and your answer should reflect that.	So yesterday Sarah asked me if I was going to John's Birthday party and I said no, I don't even like him.	You like John	you_1 like_2 john_3	contRecord_1_1_3.wav	1	3	3	1	contour_1322_1_1.wav	27.6741	07-Nov-13	15:24:04	15:24:32	Male	1992	English	yes	Intended Contradiction	Presumption Contour	Object
1322	contour	7	1	You know for a fact that your friend knows Manuel because you are all in the same biology class together. So you're very surprised by what she says, and your answer should reflect that.	Jim was just asking me if I've seen Manuel, and I told him I don't know any Manuel.	You know Manuel	you_1 know_2 Manuel_3	contRecord_1_7_3.wav	1	4	4	1	contour_1322_7_1.wav	19.7567	07-Nov-13	15:24:33	15:24:52	Male	1992	English	yes	Intended Contradiction	Presumption Contour	Object
1322	contour	5	2	Earlier today you made your friend promise not to go shopping without you because there is something you need to buy and you wanted to go with her. She promised she wouldn't, so you're very surprised by what she says, and your answer should reflect that.	Sorry I'm late, it took forever to get through check out at the store. Everyone is out shopping.	You went shopping	you_1 went_2 shopping_3	contRecord_2_5_3.wav	1	16	16	1	contour_1322_5_2.wav	16.923	07-Nov-13	15:29:03	15:29:20	Male	1992	English	yes	Intended Incredulity	Yes/No Rise	Object
1322	contour	9	2	You're surprised to hear that your friend wants to go on a bike ride, because usually she is allergic to any form of exercise. In fact, you're very surprised she even has a bike, and your answer should reflect that.	Hey, do you want to come for a bike ride down to the old town?	You have a bike	you_1 have_2 a bike_3	contRecord_2_9_3.wav	1	7	7	1	contour_1322_9_2.wav	16.6426	07-Nov-13	15:25:45	15:26:02	Male	1992	English	yes	Intended Incredulity	Yes/No Rise	Object
1322	contour	4	1	You always orders pizza when you two hang out. You know for a fact that your friend eats cheese. So you're very surprised by what she says, and your answer should reflect that.	I don't like poutine because there's cheese on it! I don't eat cheese.	You eat cheese	you_1 eat_2 cheese_3	contRecord_1_4_3.wav	1	8	8	1	contour_1322_4_1.wav	13.4584	07-Nov-13	15:26:03	15:26:16	Male	1992	English	yes	Intended Contradiction	Presumption Contour	Object
1322	contour	5	3	It's true that your friend hasn't had a very good day, but she did get to go shopping and you know she really enjoys doing that even if you're not sure whether she got to do anything else she liked. 	This day has turned out to be so lame, I just wanted to have fun, but I didn't get to do a single thing I liked. 	You went shopping	you_1 went_2 shopping_3	contRecord_3_5_3.wav	1	9	9	1	contour_1322_5_3.wav	27.4015	07-Nov-13	15:26:17	15:26:45	Male	1992	English	yes	Intended Implication	RFR	Object
1322	contour	2	2	Yesterday at Starbucks you recommended a tea to your friend to which she responded, Ew, I don't drink tea! So you know for a fact that she doesn't drink tea. So you're very surprised by what she says, and your answer should reflect that.	Oh wow I went to second cup yesterday and ordered the best tea.	You drink tea	you_1 drink_2 tea_3	contRecord_2_2_3.wav	1	10	10	1	contour_1322_2_2.wav	17.1041	07-Nov-13	15:26:45	15:27:02	Male	1992	English	yes	Intended Incredulity	Yes/No Rise	Object
1322	contour	9	1	You're surprised to hear this given that your friend has a bike in the basement of the dorm, or at least she did. So you're very surprised by what she says, and your answer should reflect that.	I can't join you today because you're going by bike, and I don't have one, so I'll just stay home.	You have a bike	you_1 have_2 a bike_3	contRecord_1_9_3.wav	1	11	11	1	contour_1322_9_1.wav	20.6274	07-Nov-13	15:27:03	15:27:24	Male	1992	English	yes	Intended Contradiction	Contradiction Contour	Object
1322	contour	7	3	You know that your friend is friends with Manuel, who just got a job at the concert venue a couple of weeks ago, and you want to suggest that he could help, even if you don't know for sure whether he could. 	The concert tonight is all sold out and I didn't get a ticket yet! I wish I knew someone who worked there who could get me in. 	You know Manuel	you_1 know_2 Manuel_3	contRecord_3_7_3.wav	1	12	12	1	contour_1322_7_3.wav	22.7323	07-Nov-13	15:27:25	15:27:47	Male	1992	English	yes	Intended Implication	Other Fall	Object
1322	contour	4	3	You know for a fact your friend loves cheese, and many of the dishes involve Swiss cheese, for example fondue. You want to suggest that at least she's going to be able to eat that, even if you're not sure whether there'll be many other things she'll like.	We're going to a Swiss restaurant, and I'm worried that there won't be much that I'd actually want to eat.	You eat cheese	you_1 eat_2 cheese_3	contRecord_3_4_3.wav	1	13	13	1	contour_1322_4_3.wav	19.7565	07-Nov-13	15:27:48	15:28:08	Male	1992	English	yes	Intended Implication	RFR	Object
